,img_url,bank,category,item_name,item_code,item_filename,required_points,required_partial_points,last_until_date
161,https://rewards.affinbank.com.my/affinrewards/catalog/image/186,affin_bank,Voucher,Manhattan Fish RM50,,,30650.0,,
162,https://rewards.affinbank.com.my/affinrewards/catalog/image/185,affin_bank,Voucher,RODALINK RM50Voucher,,,30650.0,,
163,https://rewards.affinbank.com.my/affinrewards/catalog/image/184,affin_bank,Voucher,Sam's Groceria RM50,,,30650.0,,
164,https://rewards.affinbank.com.my/affinrewards/catalog/image/183,affin_bank,Voucher,Mydin RM50 Voucher,,,30650.0,,
165,https://rewards.affinbank.com.my/affinrewards/catalog/image/182,affin_bank,Voucher,Tradewinds RM100,,,55650.0,,
166,https://rewards.affinbank.com.my/affinrewards/catalog/image/181,affin_bank,Voucher,Time Galerie RM50,,,30650.0,,
167,https://rewards.affinbank.com.my/affinrewards/catalog/image/180,affin_bank,Voucher,Tomei Jewels RM50,,,30650.0,,
168,https://rewards.affinbank.com.my/affinrewards/catalog/image/179,affin_bank,Voucher,Habib Jewels RM50,,,30650.0,,
169,https://rewards.affinbank.com.my/affinrewards/catalog/image/178,affin_bank,Voucher,Toys R Us RM50,,,30650.0,,
170,https://rewards.affinbank.com.my/affinrewards/catalog/image/177,affin_bank,Voucher,IKEA Gift Card RM50,,,30650.0,,
171,https://rewards.affinbank.com.my/affinrewards/catalog/image/175,affin_bank,Voucher,TGIF/Italianies RM50,,,30650.0,,
172,https://rewards.affinbank.com.my/affinrewards/catalog/image/174,affin_bank,Voucher,Starbucks RM50,,,30650.0,,
173,https://rewards.affinbank.com.my/affinrewards/catalog/image/173,affin_bank,Voucher,Famous Amos RM50,,,30650.0,,
174,https://rewards.affinbank.com.my/affinrewards/catalog/image/172,affin_bank,Voucher,McDonald's RM50,,,30650.0,,
175,https://rewards.affinbank.com.my/affinrewards/catalog/image/171,affin_bank,Voucher,Tesco RM50 Voucher,,,30650.0,,
176,https://rewards.affinbank.com.my/affinrewards/catalog/image/170,affin_bank,Voucher,Robinsons / M&S RM50,,,30650.0,,
177,https://rewards.affinbank.com.my/affinrewards/catalog/image/168,affin_bank,Voucher,Parkson RM50 Voucher,,,30650.0,,
